#{"t_start": 1655252739.545968, "env_id": "CartPole-v1"}
r,l,t
500.0,500,415.853634
500.0,500,415.950619
500.0,500,416.048586
500.0,500,416.16481
500.0,500,416.264032
500.0,500,416.36541
500.0,500,416.465226
500.0,500,416.576861
500.0,500,416.675785
500.0,500,417.359252
500.0,500,417.458603
500.0,500,417.556851
500.0,500,417.653242
500.0,500,417.751129
500.0,500,417.84732
500.0,500,417.964477
500.0,500,418.062242
500.0,500,418.161356
500.0,500,418.259536
500.0,500,418.359819
500.0,500,418.456417
500.0,500,418.573209
500.0,500,418.673962
500.0,500,418.776503
500.0,500,418.87628
500.0,500,418.974442
500.0,500,419.07208
500.0,500,419.187929
500.0,500,419.287961
500.0,500,419.387384
500.0,500,419.48553
500.0,500,419.583188
500.0,500,419.680899
500.0,500,420.369388
500.0,500,420.46969
500.0,500,420.568778
500.0,500,420.666783
500.0,500,420.766452
500.0,500,420.864253
500.0,500,420.981602
500.0,500,421.079183
500.0,500,421.176886
500.0,500,421.276265
500.0,500,421.37519
500.0,500,421.472014
500.0,500,421.587341
500.0,500,421.684186
500.0,500,421.784094
500.0,500,421.88172
500.0,500,421.979035
500.0,500,422.077489
500.0,500,422.192981
500.0,500,422.293891
500.0,500,422.393091
500.0,500,422.490474
500.0,500,422.588239
500.0,500,422.684741
500.0,500,423.3782
500.0,500,423.476214
500.0,500,423.574767
500.0,500,423.674305
500.0,500,423.773511
500.0,500,423.871519
500.0,500,423.992492
500.0,500,424.09424
500.0,500,424.194289
500.0,500,424.29398
500.0,500,424.395064
500.0,500,424.493574
500.0,500,424.609363
500.0,500,424.708016
500.0,500,424.80617
500.0,500,424.902518
500.0,500,425.000318
500.0,500,425.097043
500.0,500,425.214625
500.0,500,425.315165
500.0,500,425.414132
500.0,500,425.516852
500.0,500,425.617045
500.0,500,425.717164
500.0,500,426.409166
500.0,500,426.507255
500.0,500,426.60554
500.0,500,426.703188
500.0,500,426.801207
500.0,500,426.897489
500.0,500,427.015077
500.0,500,427.112712
500.0,500,427.210848
500.0,500,427.310522
500.0,500,427.407609
500.0,500,427.504935
500.0,500,427.620423
500.0,500,427.718284
500.0,500,427.817184
500.0,500,427.914973
500.0,500,428.011943
500.0,500,428.109147
500.0,500,428.224217
500.0,500,428.326066
500.0,500,428.432198
500.0,500,428.531084
500.0,500,428.628771
500.0,500,428.725393
500.0,500,428.841277
500.0,500,428.93862
500.0,500,429.037752
500.0,500,429.134762
500.0,500,429.23437
500.0,500,429.339109
500.0,500,430.016805
500.0,500,430.115264
500.0,500,430.212708
500.0,500,430.31276
500.0,500,430.411232
500.0,500,430.50868
500.0,500,430.624777
500.0,500,430.722709
500.0,500,430.821952
500.0,500,430.920133
500.0,500,431.017072
500.0,500,431.113614
500.0,500,431.234045
500.0,500,431.336412
500.0,500,431.435505
500.0,500,431.533554
500.0,500,431.63096
500.0,500,431.729038
500.0,500,431.849768
500.0,500,431.947632
500.0,500,432.046492
500.0,500,432.142541
500.0,500,432.241642
500.0,500,432.3427
500.0,500,433.009699
500.0,500,433.107177
500.0,500,433.205029
500.0,500,433.304622
500.0,500,433.40207
500.0,500,433.501012
500.0,500,433.619155
500.0,500,433.717802
500.0,500,433.822855
500.0,500,433.924337
500.0,500,434.023675
500.0,500,434.121156
500.0,500,434.239285
500.0,500,434.340927
500.0,500,434.43924
500.0,500,434.536123
500.0,500,434.633561
500.0,500,434.731041
500.0,500,434.847117
500.0,500,434.94561
500.0,500,435.043325
500.0,500,435.139314
500.0,500,435.236248
500.0,500,435.337146
500.0,500,436.065784
500.0,500,436.163812
500.0,500,436.261924
500.0,500,436.363501
500.0,500,436.463294
500.0,500,436.561366
500.0,500,436.677321
500.0,500,436.777251
500.0,500,436.874624
500.0,500,436.972772
500.0,500,437.070782
500.0,500,437.168269
500.0,500,437.285563
500.0,500,437.38337
500.0,500,437.482796
500.0,500,437.579646
500.0,500,437.676433
500.0,500,437.774924
500.0,500,437.892539
500.0,500,437.9921
500.0,500,438.091542
500.0,500,438.189066
500.0,500,438.287958
500.0,500,438.38581
500.0,500,439.110589
500.0,500,439.20893
500.0,500,439.308532
500.0,500,439.407189
500.0,500,439.505467
500.0,500,439.603535
500.0,500,439.7208
500.0,500,439.819702
500.0,500,439.918916
500.0,500,440.015302
500.0,500,440.111179
500.0,500,440.20888
500.0,500,440.32758
500.0,500,440.428958
500.0,500,440.527993
500.0,500,440.625422
500.0,500,440.722724
500.0,500,440.820427
500.0,500,440.936857
500.0,500,441.033521
500.0,500,441.135811
500.0,500,441.233791
500.0,500,441.333188
500.0,500,441.431176
500.0,500,442.098093
500.0,500,442.195003
500.0,500,442.29412
500.0,500,442.39175
500.0,500,442.49011
500.0,500,442.587729
500.0,500,442.704213
500.0,500,442.803806
500.0,500,442.901919
500.0,500,443.00002
500.0,500,443.096636
500.0,500,443.19409
500.0,500,443.311888
500.0,500,443.411434
500.0,500,443.513055
500.0,500,443.610792
500.0,500,443.708165
500.0,500,443.806036
500.0,500,443.925613
500.0,500,444.027418
500.0,500,444.125986
500.0,500,444.223703
500.0,500,444.323361
500.0,500,444.421073
500.0,500,445.085419
500.0,500,445.184092
500.0,500,445.282173
500.0,500,445.38142
500.0,500,445.47897
500.0,500,445.576925
500.0,500,445.694213
500.0,500,445.794028
500.0,500,445.893108
500.0,500,445.99035
500.0,500,446.088076
500.0,500,446.186404
500.0,500,446.305933
500.0,500,446.403931
500.0,500,446.505858
500.0,500,446.603514
500.0,500,446.700947
500.0,500,446.798422
500.0,500,446.914617
500.0,500,447.012855
500.0,500,447.112314
500.0,500,447.21108
500.0,500,447.311875
500.0,500,447.410874
500.0,500,448.109395
500.0,500,448.206901
500.0,500,448.307001
500.0,500,448.404911
500.0,500,448.503085
500.0,500,448.60125
500.0,500,448.717907
500.0,500,448.81663
500.0,500,448.917401
500.0,500,449.016331
500.0,500,449.113983
500.0,500,449.210341
500.0,500,449.327829
500.0,500,449.428454
500.0,500,449.53453
500.0,500,449.634004
500.0,500,449.732622
500.0,500,449.830626
500.0,500,449.948613
500.0,500,450.046234
500.0,500,450.1442
500.0,500,450.241811
500.0,500,450.342795
500.0,500,450.441102
500.0,500,451.108212
500.0,500,451.205974
500.0,500,451.306355
500.0,500,451.404663
500.0,500,451.502497
500.0,500,451.600356
500.0,500,451.717768
500.0,500,451.816258
500.0,500,451.914962
500.0,500,452.014539
500.0,500,452.112788
500.0,500,452.211635
500.0,500,452.330647
500.0,500,452.42854
500.0,500,452.532726
500.0,500,452.630092
500.0,500,452.728155
500.0,500,452.825595
500.0,500,452.942278
500.0,500,453.039196
500.0,500,453.137958
500.0,500,453.235372
500.0,500,453.337722
500.0,500,453.437057
500.0,500,454.11141
500.0,500,454.209145
500.0,500,454.308991
500.0,500,454.407629
500.0,500,454.506364
500.0,500,454.60355
500.0,500,454.720735
500.0,500,454.820974
500.0,500,454.919956
500.0,500,455.016396
500.0,500,455.113654
500.0,500,455.211827
500.0,500,455.335849
500.0,500,455.43793
500.0,500,455.5376
500.0,500,455.63729
500.0,500,455.73753
500.0,500,455.839714
500.0,500,455.96047
500.0,500,456.059689
500.0,500,456.158587
500.0,500,456.256503
500.0,500,456.3571
500.0,500,456.455445
500.0,500,457.118326
500.0,500,457.215787
500.0,500,457.31519
500.0,500,457.412735
500.0,500,457.50989
500.0,500,457.606393
500.0,500,457.723854
500.0,500,457.823817
500.0,500,457.927479
500.0,500,458.02506
500.0,500,458.122211
500.0,500,458.22025
500.0,500,458.33921
500.0,500,458.437273
500.0,500,458.53508
500.0,500,458.632812
500.0,500,458.730193
500.0,500,458.827971
500.0,500,458.944361
500.0,500,459.053284
500.0,500,459.157973
500.0,500,459.257365
500.0,500,459.35551
500.0,500,459.452906
500.0,500,460.140593
500.0,500,460.239114
500.0,500,460.341242
500.0,500,460.440442
500.0,500,460.538877
500.0,500,460.635749
500.0,500,460.759337
500.0,500,460.860728
500.0,500,460.958345
500.0,500,461.055632
500.0,500,461.152696
500.0,500,461.250328
500.0,500,461.369203
500.0,500,461.467687
500.0,500,461.565713
500.0,500,461.662639
500.0,500,461.760468
500.0,500,461.859155
500.0,500,461.975513
500.0,500,462.072522
500.0,500,462.170304
500.0,500,462.268957
500.0,500,462.367216
500.0,500,462.465042
500.0,500,462.581825
500.0,500,462.680681
500.0,500,462.779548
500.0,500,462.8781
500.0,500,462.975644
500.0,500,463.073221
500.0,500,463.755389
500.0,500,463.855118
500.0,500,463.953683
500.0,500,464.053242
500.0,500,464.151585
500.0,500,464.249528
500.0,500,464.369067
500.0,500,464.468494
500.0,500,464.566824
500.0,500,464.664265
500.0,500,464.761803
500.0,500,464.859565
500.0,500,464.975557
500.0,500,465.072427
500.0,500,465.170602
500.0,500,465.26887
500.0,500,465.369271
500.0,500,465.467193
500.0,500,465.58291
500.0,500,465.682147
500.0,500,465.78821
500.0,500,465.894126
500.0,500,465.993737
500.0,500,466.091913
500.0,500,466.772461
500.0,500,466.871024
500.0,500,466.969152
500.0,500,467.065755
500.0,500,467.162905
500.0,500,467.260989
500.0,500,467.38
500.0,500,467.478668
500.0,500,467.57601
500.0,500,467.675366
500.0,500,467.775381
500.0,500,467.874315
500.0,500,467.993079
500.0,500,468.090848
500.0,500,468.189495
500.0,500,468.289257
500.0,500,468.388436
500.0,500,468.486025
500.0,500,468.606428
500.0,500,468.709506
500.0,500,468.808248
500.0,500,468.906025
500.0,500,469.006074
500.0,500,469.10354
500.0,500,469.780431
500.0,500,469.879444
500.0,500,469.977246
500.0,500,470.073895
500.0,500,470.171236
500.0,500,470.269671
500.0,500,470.389738
500.0,500,470.489119
500.0,500,470.586905
500.0,500,470.683876
500.0,500,470.780583
500.0,500,470.878423
500.0,500,470.995905
500.0,500,471.093591
500.0,500,471.192178
500.0,500,471.291292
500.0,500,471.390518
500.0,500,471.487808
500.0,500,471.605284
500.0,500,471.704165
500.0,500,471.808997
500.0,500,471.907477
500.0,500,472.006616
500.0,500,472.104262
500.0,500,472.770942
500.0,500,472.869055
500.0,500,472.96729
500.0,500,473.06418
500.0,500,473.161655
500.0,500,473.258258
500.0,500,473.376695
500.0,500,473.477362
500.0,500,473.576782
500.0,500,473.675158
500.0,500,473.772935
500.0,500,473.871902
500.0,500,473.997023
500.0,500,474.095392
500.0,500,474.193892
500.0,500,474.293016
500.0,500,474.391846
500.0,500,474.489973
500.0,500,474.61054
500.0,500,474.708804
500.0,500,474.808355
500.0,500,474.906651
500.0,500,475.004792
500.0,500,475.101194
500.0,500,475.790902
500.0,500,475.890191
500.0,500,475.988361
500.0,500,476.085451
500.0,500,476.182839
500.0,500,476.281093
500.0,500,476.40222
500.0,500,476.500857
500.0,500,476.599272
500.0,500,476.696299
500.0,500,476.79381
500.0,500,476.891218
500.0,500,477.008242
500.0,500,477.105989
500.0,500,477.204875
500.0,500,477.304316
500.0,500,477.402036
500.0,500,477.50155
500.0,500,477.624647
500.0,500,477.724104
500.0,500,477.823627
500.0,500,477.920772
500.0,500,478.019505
500.0,500,478.116687
500.0,500,478.786865
500.0,500,478.885997
500.0,500,478.984375
500.0,500,479.081674
500.0,500,479.17955
500.0,500,479.277234
500.0,500,479.395187
500.0,500,479.493008
500.0,500,479.590136
500.0,500,479.690081
500.0,500,479.791736
500.0,500,479.889536
500.0,500,480.008227
500.0,500,480.107301
500.0,500,480.209006
500.0,500,480.308514
500.0,500,480.406931
500.0,500,480.504378
500.0,500,480.620026
500.0,500,480.717721
500.0,500,480.815193
500.0,500,480.91341
500.0,500,481.013149
500.0,500,481.111151
500.0,500,481.785491
500.0,500,481.88304
500.0,500,481.981405
500.0,500,482.079669
500.0,500,482.177526
500.0,500,482.275369
500.0,500,482.393511
500.0,500,482.492188
500.0,500,482.591161
500.0,500,482.688203
500.0,500,482.786627
500.0,500,482.884705
500.0,500,483.006606
500.0,500,483.104521
500.0,500,483.202608
500.0,500,483.300706
500.0,500,483.397758
500.0,500,483.496636
500.0,500,483.612722
500.0,500,483.711338
500.0,500,483.812579
500.0,500,483.910843
500.0,500,484.012573
500.0,500,484.110137
500.0,500,484.774918
500.0,500,484.872176
500.0,500,484.970556
500.0,500,485.068112
500.0,500,485.164704
500.0,500,485.263412
500.0,500,485.382999
500.0,500,485.481703
500.0,500,485.583369
500.0,500,485.680358
500.0,500,485.777606
500.0,500,485.875837
500.0,500,485.992739
500.0,500,486.097151
500.0,500,486.19438
500.0,500,486.292961
500.0,500,486.392509
500.0,500,486.490139
500.0,500,486.606621
500.0,500,486.70572
500.0,500,486.804145
500.0,500,486.901516
500.0,500,486.998756
500.0,500,487.096688
500.0,500,487.779815
500.0,500,487.87911
500.0,500,487.977552
500.0,500,488.075498
500.0,500,488.172758
500.0,500,488.271684
500.0,500,488.389446
500.0,500,488.488433
500.0,500,488.586734
500.0,500,488.683786
500.0,500,488.780846
500.0,500,488.878722
500.0,500,488.997037
500.0,500,489.095876
500.0,500,489.194458
500.0,500,489.292992
500.0,500,489.39106
500.0,500,489.490357
500.0,500,489.605391
500.0,500,489.702953
500.0,500,489.802559
500.0,500,489.901363
500.0,500,489.999265
500.0,500,490.097461
500.0,500,490.775277
500.0,500,490.873273
500.0,500,490.971013
500.0,500,491.067613
500.0,500,491.16628
500.0,500,491.265748
500.0,500,491.388263
500.0,500,491.490285
500.0,500,491.589455
500.0,500,491.687574
500.0,500,491.79053
500.0,500,491.889859
500.0,500,492.006343
500.0,500,492.104314
500.0,500,492.201348
500.0,500,492.301643
500.0,500,492.399893
500.0,500,492.498309
500.0,500,492.614
500.0,500,492.712066
500.0,500,492.815369
500.0,500,492.911868
500.0,500,493.009535
500.0,500,493.107496
500.0,500,493.223307
500.0,500,493.321507
500.0,500,493.420173
500.0,500,493.517639
500.0,500,493.614851
500.0,500,493.712658
500.0,500,494.377745
500.0,500,494.476601
500.0,500,494.57354
500.0,500,494.671079
500.0,500,494.768719
500.0,500,494.866788
500.0,500,494.984934
500.0,500,495.082753
500.0,500,495.179949
500.0,500,495.278911
500.0,500,495.379582
500.0,500,495.478464
500.0,500,495.599954
500.0,500,495.699496
500.0,500,495.812979
500.0,500,495.929485
500.0,500,496.028887
500.0,500,496.126899
500.0,500,496.242861
500.0,500,496.344315
500.0,500,496.443018
500.0,500,496.5417
500.0,500,496.639545
500.0,500,496.737423
500.0,500,497.408914
500.0,500,497.507811
500.0,500,497.604647
500.0,500,497.70232
500.0,500,497.801348
500.0,500,497.899082
500.0,500,498.017215
500.0,500,498.115275
500.0,500,498.217393
500.0,500,498.315948
500.0,500,498.413891
500.0,500,498.511213
500.0,500,498.627284
500.0,500,498.725173
500.0,500,498.823848
500.0,500,498.922396
500.0,500,499.022044
500.0,500,499.11879
500.0,500,499.235604
500.0,500,499.335269
500.0,500,499.435368
500.0,500,499.533476
500.0,500,499.630629
500.0,500,499.742981
500.0,500,500.420305
500.0,500,500.519182
500.0,500,500.616524
500.0,500,500.714215
500.0,500,500.811458
500.0,500,500.908759
500.0,500,501.031159
500.0,500,501.12839
500.0,500,501.227248
500.0,500,501.327418
500.0,500,501.425543
500.0,500,501.52393
500.0,500,501.639764
500.0,500,501.737605
500.0,500,501.835835
500.0,500,501.933895
500.0,500,502.031979
500.0,500,502.128784
500.0,500,502.245069
500.0,500,502.345124
500.0,500,502.444247
500.0,500,502.543392
500.0,500,502.64065
500.0,500,502.739236
500.0,500,503.412039
500.0,500,503.511466
500.0,500,503.60955
500.0,500,503.707947
500.0,500,503.808466
500.0,500,503.907368
500.0,500,504.032904
500.0,500,504.131953
500.0,500,504.22986
500.0,500,504.329795
500.0,500,504.428009
500.0,500,504.527053
500.0,500,504.643297
500.0,500,504.741582
500.0,500,504.841255
500.0,500,504.939959
500.0,500,505.037928
500.0,500,505.134769
500.0,500,505.25245
500.0,500,505.353026
500.0,500,505.453382
500.0,500,505.551759
500.0,500,505.648627
500.0,500,505.747782
500.0,500,506.435429
500.0,500,506.53222
500.0,500,506.630746
500.0,500,506.7283
500.0,500,506.825742
500.0,500,506.923629
500.0,500,507.041181
500.0,500,507.13936
500.0,500,507.237667
500.0,500,507.337369
500.0,500,507.444235
500.0,500,507.544054
500.0,500,507.662184
500.0,500,507.763908
500.0,500,507.86525
500.0,500,507.965716
500.0,500,508.063071
500.0,500,508.160842
500.0,500,508.278976
500.0,500,508.377919
500.0,500,508.476984
500.0,500,508.574686
500.0,500,508.672102
500.0,500,508.771022
500.0,500,509.457641
500.0,500,509.556142
500.0,500,509.653231
500.0,500,509.752246
500.0,500,509.849847
500.0,500,509.947858
500.0,500,510.065466
500.0,500,510.16336
500.0,500,510.262013
500.0,500,510.361684
500.0,500,510.460414
500.0,500,510.559284
500.0,500,510.675087
500.0,500,510.774096
500.0,500,510.872047
500.0,500,510.970235
500.0,500,511.06747
500.0,500,511.164414
500.0,500,511.282984
500.0,500,511.382744
500.0,500,511.482664
500.0,500,511.580058
500.0,500,511.678335
500.0,500,511.779757
500.0,500,512.467224
500.0,500,512.565522
10.0,10,512.567635
10.0,10,512.5698
500.0,500,512.666601
500.0,500,512.764228
22.0,22,512.773248
22.0,22,512.778532
500.0,500,512.982157
10.0,10,512.984234
500.0,500,513.083289
10.0,10,513.085407
10.0,10,513.087426
44.0,44,513.10063
10.0,10,513.206274
9.0,9,513.208106
500.0,500,513.306703
500.0,500,513.405895
10.0,10,513.407953
